Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J1,6437288-1,6437288-1,55.928509,-75.80704,90.0,top
J2,Conn_02x32_Odd_Even,174518-7,27.45,-72.8,90.0,top
